state,county,candidate,party,votes
Tennessee,Overton County,Aaron James,IND,13
Tennessee,Overton County,Jeffrey Grunau,IND,12
Tennessee,Perry County,Bill Hagerty,REP,2617
Tennessee,Perry County,Marquita Bradshaw,DEM,517
Tennessee,Perry County,Ronnie Henley,IND,17
Tennessee,Perry County,Steven Hooper,IND,12
Tennessee,Perry County,Kacey Morgan,IND,9
Tennessee,Perry County,Eric Stansberry,IND,9
Tennessee,Perry County,Elizabeth McLeod,IND,8
Tennessee,Perry County,Jeffrey Grunau,IND,6
Tennessee,Perry County,Aaron James,IND,4
Tennessee,Perry County,Yomi Faparusi,IND,3
Tennessee,Perry County,Dean Hill,IND,2
Tennessee,Pickett County,Bill Hagerty,REP,2256
Tennessee,Pickett County,Marquita Bradshaw,DEM,474
Tennessee,Pickett County,Ronnie Henley,IND,9
Tennessee,Pickett County,Elizabeth McLeod,IND,9
Tennessee,Pickett County,Jeffrey Grunau,IND,7
Tennessee,Pickett County,Kacey Morgan,IND,7
Tennessee,Pickett County,Yomi Faparusi,IND,5
Tennessee,Pickett County,Aaron James,IND,5
Tennessee,Pickett County,Eric Stansberry,IND,4
Tennessee,Pickett County,Dean Hill,IND,3
Tennessee,Pickett County,Steven Hooper,IND,2
Tennessee,Polk County,Bill Hagerty,REP,6620
Tennessee,Polk County,Marquita Bradshaw,DEM,1401
Tennessee,Polk County,Elizabeth McLeod,IND,36
Tennessee,Polk County,Eric Stansberry,IND,19
Tennessee,Polk County,Yomi Faparusi,IND,18
Tennessee,Polk County,Ronnie Henley,IND,16
Tennessee,Polk County,Kacey Morgan,IND,12
Tennessee,Polk County,Dean Hill,IND,10
Tennessee,Polk County,Steven Hooper,IND,8
Tennessee,Polk County,Aaron James,IND,6
Tennessee,Polk County,Jeffrey Grunau,IND,2
Tennessee,Putnam County,Bill Hagerty,REP,22969
Tennessee,Putnam County,Marquita Bradshaw,DEM,8239
Tennessee,Putnam County,Elizabeth McLeod,IND,154
Tennessee,Putnam County,Yomi Faparusi,IND,137
Tennessee,Putnam County,Ronnie Henley,IND,123
Tennessee,Putnam County,Kacey Morgan,IND,114
Tennessee,Putnam County,Steven Hooper,IND,88
Tennessee,Putnam County,Aaron James,IND,47
Tennessee,Putnam County,Dean Hill,IND,43
Tennessee,Putnam County,Eric Stansberry,IND,43
Tennessee,Putnam County,Jeffrey Grunau,IND,41
Tennessee,Rhea County,Bill Hagerty,REP,10603
Tennessee,Rhea County,Marquita Bradshaw,DEM,2093
Tennessee,Rhea County,Elizabeth McLeod,IND,55
Tennessee,Rhea County,Ronnie Henley,IND,49
Tennessee,Rhea County,Kacey Morgan,IND,43
Tennessee,Rhea County,Dean Hill,IND,32
Tennessee,Rhea County,Eric Stansberry,IND,27
Tennessee,Rhea County,Yomi Faparusi,IND,26
Tennessee,Rhea County,Steven Hooper,IND,22
Tennessee,Rhea County,Jeffrey Grunau,IND,18
Tennessee,Rhea County,Aaron James,IND,18
Tennessee,Roane County,Bill Hagerty,REP,19005
Tennessee,Roane County,Marquita Bradshaw,DEM,5448
Tennessee,Roane County,Elizabeth McLeod,IND,169
Tennessee,Roane County,Aaron James,IND,133
Tennessee,Roane County,Kacey Morgan,IND,116
Tennessee,Roane County,Ronnie Henley,IND,100
Tennessee,Roane County,Eric Stansberry,IND,81
Tennessee,Roane County,Yomi Faparusi,IND,76
Tennessee,Roane County,Dean Hill,IND,53
Tennessee,Roane County,Steven Hooper,IND,52
Tennessee,Roane County,Jeffrey Grunau,IND,34
Tennessee,Robertson County,Bill Hagerty,REP,23875
Tennessee,Robertson County,Marquita Bradshaw,DEM,7529
Tennessee,Robertson County,Elizabeth McLeod,IND,195
Tennessee,Robertson County,Steven Hooper,IND,144
Tennessee,Robertson County,Kacey Morgan,IND,121
Tennessee,Robertson County,Ronnie Henley,IND,108
Tennessee,Robertson County,Yomi Faparusi,IND,103
Tennessee,Robertson County,Jeffrey Grunau,IND,58
Tennessee,Robertson County,Eric Stansberry,IND,58
Tennessee,Robertson County,Aaron James,IND,50
Tennessee,Robertson County,Dean Hill,IND,49
Tennessee,Rutherford County,Bill Hagerty,REP,80516
Tennessee,Rutherford County,Marquita Bradshaw,DEM,53643
Tennessee,Rutherford County,Elizabeth McLeod,IND,1053
Tennessee,Rutherford County,Yomi Faparusi,IND,679
Tennessee,Rutherford County,Kacey Morgan,IND,575
Tennessee,Rutherford County,Steven Hooper,IND,558
Tennessee,Rutherford County,Ronnie Henley,IND,439
Tennessee,Rutherford County,Aaron James,IND,304
Tennessee,Rutherford County,Eric Stansberry,IND,244
Tennessee,Rutherford County,Dean Hill,IND,235
Tennessee,Rutherford County,Jeffrey Grunau,IND,223
Tennessee,Scott County,Bill Hagerty,REP,7307
Tennessee,Scott County,Marquita Bradshaw,DEM,843
Tennessee,Scott County,Eric Stansberry,IND,51
Tennessee,Scott County,Elizabeth McLeod,IND,41
Tennessee,Scott County,Kacey Morgan,IND,26
Tennessee,Scott County,Ronnie Henley,IND,22
Tennessee,Scott County,Dean Hill,IND,19
Tennessee,Scott County,Yomi Faparusi,IND,16
Tennessee,Scott County,Steven Hooper,IND,13
Tennessee,Scott County,Jeffrey Grunau,IND,7
Tennessee,Scott County,Aaron James,IND,7
Tennessee,Sequatchie County,Bill Hagerty,REP,5591
Tennessee,Sequatchie County,Marquita Bradshaw,DEM,1151
Tennessee,Sequatchie County,Elizabeth McLeod,IND,50
Tennessee,Sequatchie County,Yomi Faparusi,IND,21
Tennessee,Sequatchie County,Ronnie Henley,IND,19
Tennessee,Sequatchie County,Kacey Morgan,IND,19
Tennessee,Sequatchie County,Eric Stansberry,IND,15
Tennessee,Sequatchie County,Aaron James,IND,14
Tennessee,Sequatchie County,Dean Hill,IND,9
Tennessee,Sequatchie County,Steven Hooper,IND,9
Tennessee,Sequatchie County,Jeffrey Grunau,IND,8
Tennessee,Sevier County,Bill Hagerty,REP,33491
Tennessee,Sevier County,Marquita Bradshaw,DEM,7909
Tennessee,Sevier County,Elizabeth McLeod,IND,286
Tennessee,Sevier County,Aaron James,IND,219
Tennessee,Sevier County,Kacey Morgan,IND,163
Tennessee,Sevier County,Yomi Faparusi,IND,125
Tennessee,Sevier County,Ronnie Henley,IND,112
Tennessee,Sevier County,Eric Stansberry,IND,104
Tennessee,Sevier County,Steven Hooper,IND,97
Tennessee,Sevier County,Dean Hill,IND,81
Tennessee,Sevier County,Jeffrey Grunau,IND,50
Tennessee,Shelby County,Marquita Bradshaw,DEM,227449
Tennessee,Shelby County,Bill Hagerty,REP,134763
Tennessee,Shelby County,Elizabeth McLeod,IND,1863
Tennessee,Shelby County,Eric Stansberry,IND,1632
Tennessee,Shelby County,Steven Hooper,IND,1353
Tennessee,Shelby County,Yomi Faparusi,IND,1288
Tennessee,Shelby County,Kacey Morgan,IND,1156
Tennessee,Shelby County,Aaron James,IND,1027
Tennessee,Shelby County,Ronnie Henley,IND,1014
Tennessee,Shelby County,Jeffrey Grunau,IND,642
Tennessee,Shelby County,Dean Hill,IND,588
Tennessee,Smith County,Bill Hagerty,REP,6599
Tennessee,Smith County,Marquita Bradshaw,DEM,1489
Tennessee,Smith County,Steven Hooper,IND,116
Tennessee,Smith County,Elizabeth McLeod,IND,34
Tennessee,Smith County,Ronnie Henley,IND,30
Tennessee,Smith County,Kacey Morgan,IND,24
Tennessee,Smith County,Yomi Faparusi,IND,20
Tennessee,Smith County,Aaron James,IND,20
Tennessee,Smith County,Jeffrey Grunau,IND,15
Tennessee,Smith County,Dean Hill,IND,14
Tennessee,Smith County,Eric Stansberry,IND,14
Tennessee,Stewart County,Bill Hagerty,REP,3370
Tennessee,Stewart County,Marquita Bradshaw,DEM,1817
Tennessee,Stewart County,Elizabeth McLeod,IND,21
Tennessee,Stewart County,Ronnie Henley,IND,18
Tennessee,Stewart County,Jeffrey Grunau,IND,15
Tennessee,Stewart County,Eric Stansberry,IND,14
Tennessee,Stewart County,Steven Hooper,IND,13
Tennessee,Stewart County,Kacey Morgan,IND,12
Tennessee,Stewart County,Dean Hill,IND,11
Tennessee,Stewart County,Yomi Faparusi,IND,8
Tennessee,Stewart County,Aaron James,IND,8
Tennessee,Sullivan County,Bill Hagerty,REP,55419
Tennessee,Sullivan County,Marquita Bradshaw,DEM,15675
Tennessee,Sullivan County,Elizabeth McLeod,IND,333
Tennessee,Sullivan County,Yomi Faparusi,IND,205
Tennessee,Sullivan County,Kacey Morgan,IND,186
Tennessee,Sullivan County,Ronnie Henley,IND,169
Tennessee,Sullivan County,Dean Hill,IND,121
Tennessee,Sullivan County,Aaron James,IND,101
Tennessee,Sullivan County,Jeffrey Grunau,IND,95
Tennessee,Sullivan County,Steven Hooper,IND,87
Tennessee,Sullivan County,Eric Stansberry,IND,74
Tennessee,Sumner County,Bill Hagerty,REP,62979
Tennessee,Sumner County,Marquita Bradshaw,DEM,23835
Tennessee,Sumner County,Elizabeth McLeod,IND,479
Tennessee,Sumner County,Kacey Morgan,IND,356
Tennessee,Sumner County,Yomi Faparusi,IND,340
Tennessee,Sumner County,Steven Hooper,IND,296
Tennessee,Sumner County,Ronnie Henley,IND,234
Tennessee,Sumner County,Aaron James,IND,157
Tennessee,Sumner County,Eric Stansberry,IND,135
Tennessee,Sumner County,Jeffrey Grunau,IND,118
Tennessee,Sumner County,Dean Hill,IND,115
Tennessee,Tipton County,Bill Hagerty,REP,19546
Tennessee,Tipton County,Marquita Bradshaw,DEM,5779
Tennessee,Tipton County,Elizabeth McLeod,IND,163
Tennessee,Tipton County,Ronnie Henley,IND,98
Tennessee,Tipton County,Kacey Morgan,IND,92
Tennessee,Tipton County,Yomi Faparusi,IND,77
Tennessee,Tipton County,Steven Hooper,IND,67
Tennessee,Tipton County,Dean Hill,IND,57
Tennessee,Tipton County,Jeffrey Grunau,IND,53
Tennessee,Tipton County,Eric Stansberry,IND,53
Tennessee,Tipton County,Aaron James,IND,48
Tennessee,Trousdale County,Bill Hagerty,REP,2734
Tennessee,Trousdale County,Marquita Bradshaw,DEM,810
Tennessee,Trousdale County,Ronnie Henley,IND,17
Tennessee,Trousdale County,Steven Hooper,IND,17
Tennessee,Trousdale County,Elizabeth McLeod,IND,13
Tennessee,Trousdale County,Yomi Faparusi,IND,9
Tennessee,Trousdale County,Dean Hill,IND,8
Tennessee,Trousdale County,Aaron James,IND,8
Tennessee,Trousdale County,Kacey Morgan,IND,8
Tennessee,Trousdale County,Jeffrey Grunau,IND,5
Tennessee,Trousdale County,Eric Stansberry,IND,5
Tennessee,Unicoi County,Bill Hagerty,REP,6262
Tennessee,Unicoi County,Marquita Bradshaw,DEM,1444
Tennessee,Unicoi County,Elizabeth McLeod,IND,44
Tennessee,Unicoi County,Kacey Morgan,IND,29
Tennessee,Unicoi County,Ronnie Henley,IND,27
Tennessee,Unicoi County,Yomi Faparusi,IND,17
Tennessee,Unicoi County,Eric Stansberry,IND,17
Tennessee,Unicoi County,Dean Hill,IND,16
Tennessee,Unicoi County,Aaron James,IND,13
Tennessee,Unicoi County,Jeffrey Grunau,IND,11
Tennessee,Unicoi County,Steven Hooper,IND,10
Tennessee,Union County,Bill Hagerty,REP,6339
Tennessee,Union County,Marquita Bradshaw,DEM,1086
Tennessee,Union County,Elizabeth McLeod,IND,32
Tennessee,Union County,Kacey Morgan,IND,24
Tennessee,Union County,Ronnie Henley,IND,23
Tennessee,Union County,Eric Stansberry,IND,18
Tennessee,Union County,Yomi Faparusi,IND,16
Tennessee,Union County,Dean Hill,IND,12
Tennessee,Union County,Aaron James,IND,12
Tennessee,Union County,Jeffrey Grunau,IND,9
Tennessee,Union County,Steven Hooper,IND,8
Tennessee,Van Buren County,Bill Hagerty,REP,2151
Tennessee,Van Buren County,Marquita Bradshaw,DEM,468
Tennessee,Van Buren County,Elizabeth McLeod,IND,17
Tennessee,Van Buren County,Ronnie Henley,IND,11
Tennessee,Van Buren County,Yomi Faparusi,IND,9
Tennessee,Van Buren County,Steven Hooper,IND,9
Tennessee,Van Buren County,Kacey Morgan,IND,7
Tennessee,Van Buren County,Eric Stansberry,IND,7
Tennessee,Van Buren County,Dean Hill,IND,6
Tennessee,Van Buren County,Aaron James,IND,5
Tennessee,Van Buren County,Jeffrey Grunau,IND,2
Tennessee,Warren County,Bill Hagerty,REP,11449
Tennessee,Warren County,Marquita Bradshaw,DEM,3586
Tennessee,Warren County,Ronnie Henley,IND,92
Tennessee,Warren County,Kacey Morgan,IND,92
Tennessee,Warren County,Elizabeth McLeod,IND,86
Tennessee,Warren County,Steven Hooper,IND,78
Tennessee,Warren County,Yomi Faparusi,IND,57
Tennessee,Warren County,Dean Hill,IND,39
Tennessee,Warren County,Jeffrey Grunau,IND,38
Tennessee,Warren County,Eric Stansberry,IND,33
Tennessee,Warren County,Aaron James,IND,25
Tennessee,Washington County,Bill Hagerty,REP,39197
Tennessee,Washington County,Marquita Bradshaw,DEM,16645
Tennessee,Washington County,Elizabeth McLeod,IND,339
Tennessee,Washington County,Yomi Faparusi,IND,198
Tennessee,Washington County,Kacey Morgan,IND,157
Tennessee,Washington County,Aaron James,IND,153
Tennessee,Washington County,Ronnie Henley,IND,135
Tennessee,Washington County,Dean Hill,IND,121
Tennessee,Washington County,Eric Stansberry,IND,118
Tennessee,Washington County,Steven Hooper,IND,97
Tennessee,Washington County,Jeffrey Grunau,IND,68
Tennessee,Wayne County,Bill Hagerty,REP,5351
Tennessee,Wayne County,Marquita Bradshaw,DEM,673
Tennessee,Wayne County,Ronnie Henley,IND,39
Tennessee,Wayne County,Elizabeth McLeod,IND,18
Tennessee,Wayne County,Yomi Faparusi,IND,16
Tennessee,Wayne County,Steven Hooper,IND,15
Tennessee,Wayne County,Kacey Morgan,IND,14
Tennessee,Wayne County,Eric Stansberry,IND,14
Tennessee,Wayne County,Aaron James,IND,11
Tennessee,Wayne County,Dean Hill,IND,10
Tennessee,Wayne County,Jeffrey Grunau,IND,5
Tennessee,Weakley County,Bill Hagerty,REP,10115
Tennessee,Weakley County,Marquita Bradshaw,DEM,2678
Tennessee,Weakley County,Steven Hooper,IND,173
Tennessee,Weakley County,Elizabeth McLeod,IND,76
Tennessee,Weakley County,Ronnie Henley,IND,58
Tennessee,Weakley County,Kacey Morgan,IND,52
Tennessee,Weakley County,Eric Stansberry,IND,51
Tennessee,Weakley County,Aaron James,IND,49
Tennessee,Weakley County,Yomi Faparusi,IND,26
Tennessee,Weakley County,Dean Hill,IND,26
Tennessee,Weakley County,Jeffrey Grunau,IND,17
Tennessee,White County,Bill Hagerty,REP,9459
Tennessee,White County,Marquita Bradshaw,DEM,1984
Tennessee,White County,Elizabeth McLeod,IND,55
Tennessee,White County,Kacey Morgan,IND,36
Tennessee,White County,Ronnie Henley,IND,31
Tennessee,White County,Steven Hooper,IND,27
Tennessee,White County,Yomi Faparusi,IND,22
Tennessee,White County,Dean Hill,IND,20
Tennessee,White County,Aaron James,IND,18
Tennessee,White County,Eric Stansberry,IND,17
Tennessee,White County,Jeffrey Grunau,IND,9
Tennessee,Williamson County,Bill Hagerty,REP,91155
Tennessee,Williamson County,Marquita Bradshaw,DEM,43432
Tennessee,Williamson County,Elizabeth McLeod,IND,1315
Tennessee,Williamson County,Yomi Faparusi,IND,655
Tennessee,Williamson County,Steven Hooper,IND,295
Tennessee,Williamson County,Ronnie Henley,IND,240
Tennessee,Williamson County,Aaron James,IND,168
Tennessee,Williamson County,Jeffrey Grunau,IND,139
Tennessee,Williamson County,Dean Hill,IND,133
Tennessee,Williamson County,Kacey Morgan,IND,104
Tennessee,Williamson County,Eric Stansberry,IND,30
Tennessee,Wilson County,Bill Hagerty,REP,50455
Tennessee,Wilson County,Marquita Bradshaw,DEM,20004
Tennessee,Wilson County,Elizabeth McLeod,IND,452
Tennessee,Wilson County,Steven Hooper,IND,323
Tennessee,Wilson County,Aaron James,IND,314
Tennessee,Wilson County,Kacey Morgan,IND,306
Tennessee,Wilson County,Yomi Faparusi,IND,230
Tennessee,Wilson County,Ronnie Henley,IND,211
Tennessee,Wilson County,Eric Stansberry,IND,166
Tennessee,Wilson County,Dean Hill,IND,109
Tennessee,Wilson County,Jeffrey Grunau,IND,93
Texas,Anderson County,John Cornyn,REP,14897
Texas,Anderson County,"Mary Jennings ""MJ"" Hegar",DEM,3773
Texas,Anderson County,Kerry McKennon,LIB,245
Texas,Anderson County,David Collins,GRN,88
Texas,Anderson County, Write-ins,WRI,4
Texas,Andrews County,John Cornyn,REP,4888
Texas,Andrews County,"Mary Jennings ""MJ"" Hegar",DEM,679
Texas,Andrews County,Kerry McKennon,LIB,107
Texas,Andrews County,David Collins,GRN,20
Texas,Andrews County, Write-ins,WRI,0
Texas,Angelina County,John Cornyn,REP,24955
Texas,Angelina County,"Mary Jennings ""MJ"" Hegar",DEM,8765
Texas,Angelina County,Kerry McKennon,LIB,460
Texas,Angelina County,David Collins,GRN,160
Texas,Angelina County, Write-ins,WRI,17
Texas,Aransas County,John Cornyn,REP,9161
Texas,Aransas County,"Mary Jennings ""MJ"" Hegar",DEM,2711
Texas,Aransas County,Kerry McKennon,LIB,177
Texas,Aransas County,David Collins,GRN,67
Texas,Archer County,John Cornyn,REP,4178
Texas,Archer County,"Mary Jennings ""MJ"" Hegar",DEM,467
Texas,Archer County,Kerry McKennon,LIB,65
Texas,Archer County,David Collins,GRN,14
Texas,Armstrong County,John Cornyn,REP,1025
Texas,Armstrong County,"Mary Jennings ""MJ"" Hegar",DEM,64
Texas,Armstrong County,Kerry McKennon,LIB,12
Texas,Armstrong County,David Collins,GRN,5
Texas,Atascosa County,John Cornyn,REP,11889
Texas,Atascosa County,"Mary Jennings ""MJ"" Hegar",DEM,5576
Texas,Atascosa County,Kerry McKennon,LIB,257
Texas,Atascosa County,David Collins,GRN,142
Texas,Austin County,John Cornyn,REP,11294
Texas,Austin County,"Mary Jennings ""MJ"" Hegar",DEM,2732
Texas,Austin County,Kerry McKennon,LIB,211
Texas,Austin County,David Collins,GRN,57
Texas,Austin County, Write-ins,WRI,3
Texas,Bailey County,John Cornyn,REP,1396
Texas,Bailey County,"Mary Jennings ""MJ"" Hegar",DEM,382
Texas,Bailey County,Kerry McKennon,LIB,28
Texas,Bailey County,David Collins,GRN,11
Texas,Bandera County,John Cornyn,REP,9950
Texas,Bandera County,"Mary Jennings ""MJ"" Hegar",DEM,2291
Texas,Bandera County,Kerry McKennon,LIB,234
Texas,Bandera County,David Collins,GRN,55
Texas,Bastrop County,John Cornyn,REP,20439
Texas,Bastrop County,"Mary Jennings ""MJ"" Hegar",DEM,15047
Texas,Bastrop County,Kerry McKennon,LIB,757
Texas,Bastrop County,David Collins,GRN,208
Texas,Bastrop County, Write-ins,WRI,25
Texas,Baylor County,John Cornyn,REP,1447
Texas,Baylor County,"Mary Jennings ""MJ"" Hegar",DEM,174
Texas,Baylor County,Kerry McKennon,LIB,29
Texas,Baylor County,David Collins,GRN,8
Texas,Baylor County, Write-ins,WRI,1
Texas,Bee County,John Cornyn,REP,5708
Texas,Bee County,"Mary Jennings ""MJ"" Hegar",DEM,3094
Texas,Bee County,Kerry McKennon,LIB,171
Texas,Bee County,David Collins,GRN,58
Texas,Bee County, Write-ins,WRI,10
Texas,Bell County,John Cornyn,REP,68118
Texas,Bell County,"Mary Jennings ""MJ"" Hegar",DEM,53489
Texas,Bell County,Kerry McKennon,LIB,2687
Texas,Bell County,David Collins,GRN,719
Texas,Bell County, Write-ins,WRI,109
Texas,Bexar County,"Mary Jennings ""MJ"" Hegar",DEM,404482
Texas,Bexar County,John Cornyn,REP,314896
Texas,Bexar County,Kerry McKennon,LIB,14896
Texas,Bexar County,David Collins,GRN,6186
Texas,Blanco County,John Cornyn,REP,5441
Texas,Blanco County,"Mary Jennings ""MJ"" Hegar",DEM,1812
Texas,Blanco County,Kerry McKennon,LIB,103
Texas,Blanco County,David Collins,GRN,30
Texas,Blanco County, Write-ins,WRI,5
Texas,Borden County,John Cornyn,REP,388
Texas,Borden County,"Mary Jennings ""MJ"" Hegar",DEM,17
Texas,Borden County,David Collins,GRN,2
Texas,Borden County,Kerry McKennon,LIB,0
Texas,Borden County, Write-ins,WRI,0
Texas,Bosque County,John Cornyn,REP,7341
Texas,Bosque County,"Mary Jennings ""MJ"" Hegar",DEM,1483
Texas,Bosque County,Kerry McKennon,LIB,121
Texas,Bosque County,David Collins,GRN,60
Texas,Bosque County, Write-ins,WRI,1
Texas,Bowie County,John Cornyn,REP,26848
Texas,Bowie County,"Mary Jennings ""MJ"" Hegar",DEM,10344
Texas,Bowie County,Kerry McKennon,LIB,471
Texas,Bowie County,David Collins,GRN,142
Texas,Bowie County, Write-ins,WRI,53
Texas,Brazoria County,John Cornyn,REP,90214
Texas,Brazoria County,"Mary Jennings ""MJ"" Hegar",DEM,58334
Texas,Brazoria County,Kerry McKennon,LIB,3009
Texas,Brazoria County,David Collins,GRN,875
Texas,Brazoria County, Write-ins,WRI,5
Texas,Brazos County,John Cornyn,REP,49271
Texas,Brazos County,"Mary Jennings ""MJ"" Hegar",DEM,32005
Texas,Brazos County,Kerry McKennon,LIB,2239
Texas,Brazos County,David Collins,GRN,459
Texas,Brazos County, Write-ins,WRI,0
Texas,Brewster County,John Cornyn,REP,2447
Texas,Brewster County,"Mary Jennings ""MJ"" Hegar",DEM,2160
Texas,Brewster County,Kerry McKennon,LIB,113
Texas,Brewster County,David Collins,GRN,35
Texas,Brewster County, Write-ins,WRI,6
Texas,Briscoe County,John Cornyn,REP,625
Texas,Briscoe County,"Mary Jennings ""MJ"" Hegar",DEM,78
Texas,Briscoe County,Kerry McKennon,LIB,6
Texas,Briscoe County,David Collins,GRN,5
Texas,Brooks County,"Mary Jennings ""MJ"" Hegar",DEM,1425
Texas,Brooks County,John Cornyn,REP,859
Texas,Brooks County,Kerry McKennon,LIB,39
Texas,Brooks County,David Collins,GRN,33
Texas,Brown County,John Cornyn,REP,13465
Texas,Brown County,"Mary Jennings ""MJ"" Hegar",DEM,1960
Texas,Brown County,Kerry McKennon,LIB,249
Texas,Brown County,David Collins,GRN,58
Texas,Burleson County,John Cornyn,REP,6593
Texas,Burleson County,"Mary Jennings ""MJ"" Hegar",DEM,1708
Texas,Burleson County,Kerry McKennon,LIB,142
Texas,Burleson County,David Collins,GRN,42
Texas,Burnet County,John Cornyn,REP,18642
Texas,Burnet County,"Mary Jennings ""MJ"" Hegar",DEM,5299
Texas,Burnet County,Kerry McKennon,LIB,436
Texas,Burnet County,David Collins,GRN,91
Texas,Caldwell County,John Cornyn,REP,7975
Texas,Caldwell County,"Mary Jennings ""MJ"" Hegar",DEM,6325
Texas,Caldwell County,Kerry McKennon,LIB,270
Texas,Caldwell County,David Collins,GRN,100
Texas,Caldwell County, Write-ins,WRI,12
Texas,Calhoun County,John Cornyn,REP,5530
Texas,Calhoun County,"Mary Jennings ""MJ"" Hegar",DEM,2089
Texas,Calhoun County,Kerry McKennon,LIB,100
Texas,Calhoun County,David Collins,GRN,22
Texas,Callahan County,John Cornyn,REP,5886
Texas,Callahan County,"Mary Jennings ""MJ"" Hegar",DEM,680
